Song,Concert,Year
Sugar Magnolia,"Memorial Stadium, Seattle, WA (Tuesday, 6/14/94)",1994
E: Liberty,"Memorial Stadium, Seattle, WA (Tuesday, 6/14/94)",1994
15 Songs,"Memorial Stadium, Seattle, WA (Tuesday, 6/14/94)",1994
(Cracker Opened),"Autzen Stadium, Eugene, OR (Friday, 6/17/94)",1994
Bertha ,"Autzen Stadium, Eugene, OR (Friday, 6/17/94)",1994
Greatest Story,"Autzen Stadium, Eugene, OR (Friday, 6/17/94)",1994
Lazy River Road,"Autzen Stadium, Eugene, OR (Friday, 6/17/94)",1994
Wang Dang Doodle,"Autzen Stadium, Eugene, OR (Friday, 6/17/94)",1994
Ramble On Rose,"Autzen Stadium, Eugene, OR (Friday, 6/17/94)",1994
Black Throated Wind,"Autzen Stadium, Eugene, OR (Friday, 6/17/94)",1994
Tom Thumb's Blues,"Autzen Stadium, Eugene, OR (Friday, 6/17/94)",1994
Deal,"Autzen Stadium, Eugene, OR (Friday, 6/17/94)",1994
Rain,"Autzen Stadium, Eugene, OR (Friday, 6/17/94)",1994
Eyes of the World,"Autzen Stadium, Eugene, OR (Friday, 6/17/94)",1994
Samba in the Rain,"Autzen Stadium, Eugene, OR (Friday, 6/17/94)",1994
Saint of Circumstance ,"Autzen Stadium, Eugene, OR (Friday, 6/17/94)",1994
Drums ,"Autzen Stadium, Eugene, OR (Friday, 6/17/94)",1994
Space ,"Autzen Stadium, Eugene, OR (Friday, 6/17/94)",1994
The Wheel ,"Autzen Stadium, Eugene, OR (Friday, 6/17/94)",1994
Attics of my Life ,"Autzen Stadium, Eugene, OR (Friday, 6/17/94)",1994
Throwing Stones ,"Autzen Stadium, Eugene, OR (Friday, 6/17/94)",1994
Not Fade Away,"Autzen Stadium, Eugene, OR (Friday, 6/17/94)",1994
E: U.S. Blues,"Autzen Stadium, Eugene, OR (Friday, 6/17/94)",1994
17 Songs,"Autzen Stadium, Eugene, OR (Friday, 6/17/94)",1994
(Cracker Opened),"Autzen Stadium, Eugene, OR (Saturday, 6/18/94)",1994
Jack Straw,"Autzen Stadium, Eugene, OR (Saturday, 6/18/94)",1994
Sugaree,"Autzen Stadium, Eugene, OR (Saturday, 6/18/94)",1994
All Over Now,"Autzen Stadium, Eugene, OR (Saturday, 6/18/94)",1994
Tennessee Jed,"Autzen Stadium, Eugene, OR (Saturday, 6/18/94)",1994
Me & My Uncle ,"Autzen Stadium, Eugene, OR (Saturday, 6/18/94)",1994
Maggie's Farm,"Autzen Stadium, Eugene, OR (Saturday, 6/18/94)",1994
Candyman,"Autzen Stadium, Eugene, OR (Saturday, 6/18/94)",1994
Easy Answers,"Autzen Stadium, Eugene, OR (Saturday, 6/18/94)",1994
China Cat Sunflower ,"Autzen Stadium, Eugene, OR (Saturday, 6/18/94)",1994
I Know You Rider,"Autzen Stadium, Eugene, OR (Saturday, 6/18/94)",1994
Women Are Smarter,"Autzen Stadium, Eugene, OR (Saturday, 6/18/94)",1994
Crazy Fingers ,"Autzen Stadium, Eugene, OR (Saturday, 6/18/94)",1994
Corrrina ,"Autzen Stadium, Eugene, OR (Saturday, 6/18/94)",1994
Drums ,"Autzen Stadium, Eugene, OR (Saturday, 6/18/94)",1994
Space ,"Autzen Stadium, Eugene, OR (Saturday, 6/18/94)",1994
The Last Time ,"Autzen Stadium, Eugene, OR (Saturday, 6/18/94)",1994
The Days Between ,"Autzen Stadium, Eugene, OR (Saturday, 6/18/94)",1994
One More Saturday Night,"Autzen Stadium, Eugene, OR (Saturday, 6/18/94)",1994
E: I Fought the Law,"Autzen Stadium, Eugene, OR (Saturday, 6/18/94)",1994
17 Songs,"Autzen Stadium, Eugene, OR (Saturday, 6/18/94)",1994
(Cracker Opened),"Autzen Stadium, Eugene, OR (Sunday, 6/19/94)",1994
Touch of Grey,"Autzen Stadium, Eugene, OR (Sunday, 6/19/94)",1994
Walkin' Blues,"Autzen Stadium, Eugene, OR (Sunday, 6/19/94)",1994
Brown-Eyed Women,"Autzen Stadium, Eugene, OR (Sunday, 6/19/94)",1994
El Paso,"Autzen Stadium, Eugene, OR (Sunday, 6/19/94)",1994
If the Shoe Fits,"Autzen Stadium, Eugene, OR (Sunday, 6/19/94)",1994
Bird Song,"Autzen Stadium, Eugene, OR (Sunday, 6/19/94)",1994
Scarlet Begonias ,"Autzen Stadium, Eugene, OR (Sunday, 6/19/94)",1994
Fire on the Mountain ,"Autzen Stadium, Eugene, OR (Sunday, 6/19/94)",1994
Samson & Delilah,"Autzen Stadium, Eugene, OR (Sunday, 6/19/94)",1994
Way to go Home,"Autzen Stadium, Eugene, OR (Sunday, 6/19/94)",1994
Playing in the Band ,"Autzen Stadium, Eugene, OR (Sunday, 6/19/94)",1994
Uncle John's Band ,"Autzen Stadium, Eugene, OR (Sunday, 6/19/94)",1994
Drums ,"Autzen Stadium, Eugene, OR (Sunday, 6/19/94)",1994
Space ,"Autzen Stadium, Eugene, OR (Sunday, 6/19/94)",1994
Other One ,"Autzen Stadium, Eugene, OR (Sunday, 6/19/94)",1994
Wharf Rat ,"Autzen Stadium, Eugene, OR (Sunday, 6/19/94)",1994
Good Lovin',"Autzen Stadium, Eugene, OR (Sunday, 6/19/94)",1994
E: Heaven's Door,"Autzen Stadium, Eugene, OR (Sunday, 6/19/94)",1994
(Traffic Opened),"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Friday, 6/24/94)",1994
Let the Good Times Roll,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Friday, 6/24/94)",1994
Feel Like a Stranger,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Friday, 6/24/94)",1994
Althea,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Friday, 6/24/94)",1994
The Same Thing,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Friday, 6/24/94)",1994
Broken Arrow,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Friday, 6/24/94)",1994
Cumberland Blues,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Friday, 6/24/94)",1994
Eternity,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Friday, 6/24/94)",1994
Don't Ease Me In,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Friday, 6/24/94)",1994
Iko! Iko!,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Friday, 6/24/94)",1994
Samba in the Rain,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Friday, 6/24/94)",1994
Estimated Prophet ,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Friday, 6/24/94)",1994
He's Gone ,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Friday, 6/24/94)",1994
Drums ,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Friday, 6/24/94)",1994
Space ,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Friday, 6/24/94)",1994
Goin' Down the Road ,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Friday, 6/24/94)",1994
I Need a Miracle ,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Friday, 6/24/94)",1994
Standing on the Moon,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Friday, 6/24/94)",1994
E: Johnny B. Goode,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Friday, 6/24/94)",1994
16 Songs,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Friday, 6/24/94)",1994
(Traffic Opened),"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Saturday, 6/25/94)",1994
Mississippi Half-Step,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Saturday, 6/25/94)",1994
Little Red Rooster,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Saturday, 6/25/94)",1994
Lazy River Road,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Saturday, 6/25/94)",1994
Masterpiece,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Saturday, 6/25/94)",1994
Loose Lucy,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Saturday, 6/25/94)",1994
Cassidy,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Saturday, 6/25/94)",1994
If the Shoe Fits,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Saturday, 6/25/94)",1994
Way to go Home,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Saturday, 6/25/94)",1994
Easy Answers ,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Saturday, 6/25/94)",1994
Uncle John's Band ,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Saturday, 6/25/94)",1994
Corrina ,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Saturday, 6/25/94)",1994
Drums ,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Saturday, 6/25/94)",1994
Space ,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Saturday, 6/25/94)",1994
The Last Time ,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Saturday, 6/25/94)",1994
Stella Blue ,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Saturday, 6/25/94)",1994
One More Saturday Night,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Saturday, 6/25/94)",1994
E: Liberty,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Saturday, 6/25/94)",1994
15 Songs,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Saturday, 6/25/94)",1994
(Traffic Opened),"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Sunday, 6/26/94)",1994
Hell in a Bucket,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Sunday, 6/26/94)",1994
Peggy-O,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Sunday, 6/26/94)",1994
Minglewood,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Sunday, 6/26/94)",1994
Ramble On Rose,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Sunday, 6/26/94)",1994
El Paso,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Sunday, 6/26/94)",1994
So Many Roads,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Sunday, 6/26/94)",1994
Tom Thumb's Blues,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Sunday, 6/26/94)",1994
The Music Never Stopped,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Sunday, 6/26/94)",1994
Victim or the Crime,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Sunday, 6/26/94)",1994
Eyes of the World,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Sunday, 6/26/94)",1994
Box of Rain,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Sunday, 6/26/94)",1994
Saint of Circumstance,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Sunday, 6/26/94)",1994
Terrapin ,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Sunday, 6/26/94)",1994
Drums ,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Sunday, 6/26/94)",1994
Space ,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Sunday, 6/26/94)",1994
The Wheel ,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Sunday, 6/26/94)",1994
Watchtower ,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Sunday, 6/26/94)",1994
Morning Dew,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Sunday, 6/26/94)",1994
E: U.S. Blues,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Sunday, 6/26/94)",1994
17 Songs,"Sam Boyd Silver Bowl, UNLV, Las Vegas, NV (Sunday, 6/26/94)",1994
Cold Rain & Snow,"Shoreline Amphitheatre, Mountain View, CA (Friday, 7/1/94)",1994
Wang Dang Doodle,"Shoreline Amphitheatre, Mountain View, CA (Friday, 7/1/94)",1994
Dire Wolf,"Shoreline Amphitheatre, Mountain View, CA (Friday, 7/1/94)",1994
Queen Jane,"Shoreline Amphitheatre, Mountain View, CA (Friday, 7/1/94)",1994
Stagger Lee,"Shoreline Amphitheatre, Mountain View, CA (Friday, 7/1/94)",1994
Black Throated Wind,"Shoreline Amphitheatre, Mountain View, CA (Friday, 7/1/94)",1994
Bertha,"Shoreline Amphitheatre, Mountain View, CA (Friday, 7/1/94)",1994
Picasso Moon ,"Shoreline Amphitheatre, Mountain View, CA (Friday, 7/1/94)",1994
Don't Ease Me In,"Shoreline Amphitheatre, Mountain View, CA (Friday, 7/1/94)",1994
Foolish Heart ,"Shoreline Amphitheatre, Mountain View, CA (Friday, 7/1/94)",1994
I Want to Tell You (New Tune),"Shoreline Amphitheatre, Mountain View, CA (Friday, 7/1/94)",1994
Samba in the Rain,"Shoreline Amphitheatre, Mountain View, CA (Friday, 7/1/94)",1994
Women Are Smarter,"Shoreline Amphitheatre, Mountain View, CA (Friday, 7/1/94)",1994
Ship of Fools,"Shoreline Amphitheatre, Mountain View, CA (Friday, 7/1/94)",1994
Playing in the Band ,"Shoreline Amphitheatre, Mountain View, CA (Friday, 7/1/94)",1994
Drums ,"Shoreline Amphitheatre, Mountain View, CA (Friday, 7/1/94)",1994
Space ,"Shoreline Amphitheatre, Mountain View, CA (Friday, 7/1/94)",1994
The Last Time ,"Shoreline Amphitheatre, Mountain View, CA (Friday, 7/1/94)",1994
Attics of my Life ,"Shoreline Amphitheatre, Mountain View, CA (Friday, 7/1/94)",1994
Sugar Magnolia,"Shoreline Amphitheatre, Mountain View, CA (Friday, 7/1/94)",1994
No Encore,"Shoreline Amphitheatre, Mountain View, CA (Friday, 7/1/94)",1994
18 Songs,"Shoreline Amphitheatre, Mountain View, CA (Friday, 7/1/94)",1994
The Music Never Stopped ,"Shoreline Amphitheatre, Mountain View, CA (Saturday, 7/2/94)",1994
Sugaree ,"Shoreline Amphitheatre, Mountain View, CA (Saturday, 7/2/94)",1994
The Music Never Stopped,"Shoreline Amphitheatre, Mountain View, CA (Saturday, 7/2/94)",1994
Friend of the Devil,"Shoreline Amphitheatre, Mountain View, CA (Saturday, 7/2/94)",1994
Desolation Row,"Shoreline Amphitheatre, Mountain View, CA (Saturday, 7/2/94)",1994
Tennessee Jed,"Shoreline Amphitheatre, Mountain View, CA (Saturday, 7/2/94)",1994
Eternity,"Shoreline Amphitheatre, Mountain View, CA (Saturday, 7/2/94)",1994
Help on the Way ,"Shoreline Amphitheatre, Mountain View, CA (Saturday, 7/2/94)",1994
Slipknot! ,"Shoreline Amphitheatre, Mountain View, CA (Saturday, 7/2/94)",1994
Franklin's Tower,"Shoreline Amphitheatre, Mountain View, CA (Saturday, 7/2/94)",1994
If the Shoe Fits,"Shoreline Amphitheatre, Mountain View, CA (Saturday, 7/2/94)",1994
Truckin' ,"Shoreline Amphitheatre, Mountain View, CA (Saturday, 7/2/94)",1994
Smokestack Lightning ,"Shoreline Amphitheatre, Mountain View, CA (Saturday, 7/2/94)",1994
He's Gone ,"Shoreline Amphitheatre, Mountain View, CA (Saturday, 7/2/94)",1994
Drums ,"Shoreline Amphitheatre, Mountain View, CA (Saturday, 7/2/94)",1994
Space ,"Shoreline Amphitheatre, Mountain View, CA (Saturday, 7/2/94)",1994
Stella Blue ,"Shoreline Amphitheatre, Mountain View, CA (Saturday, 7/2/94)",1994
Throwing Stone ,"Shoreline Amphitheatre, Mountain View, CA (Saturday, 7/2/94)",1994
One More Saturday Night,"Shoreline Amphitheatre, Mountain View, CA (Saturday, 7/2/94)",1994
No Encore,"Shoreline Amphitheatre, Mountain View, CA (Saturday, 7/2/94)",1994
16 Songs,"Shoreline Amphitheatre, Mountain View, CA (Saturday, 7/2/94)",1994
Here Comes Sunshine,"Shoreline Amphitheatre, Mountain View, CA (Sunday, 7/3/94)",1994
All Over Now,"Shoreline Amphitheatre, Mountain View, CA (Sunday, 7/3/94)",1994
Althea,"Shoreline Amphitheatre, Mountain View, CA (Sunday, 7/3/94)",1994
Masterpiece,"Shoreline Amphitheatre, Mountain View, CA (Sunday, 7/3/94)",1994
Bird Song,"Shoreline Amphitheatre, Mountain View, CA (Sunday, 7/3/94)",1994
Promised Land,"Shoreline Amphitheatre, Mountain View, CA (Sunday, 7/3/94)",1994
Samson & Delilah ,"Shoreline Amphitheatre, Mountain View, CA (Sunday, 7/3/94)",1994
Eyes of the World ,"Shoreline Amphitheatre, Mountain View, CA (Sunday, 7/3/94)",1994
Fire on the Mountain ,"Shoreline Amphitheatre, Mountain View, CA (Sunday, 7/3/94)",1994
Box of Rain ,"Shoreline Amphitheatre, Mountain View, CA (Sunday, 7/3/94)",1994
Terrapin ,"Shoreline Amphitheatre, Mountain View, CA (Sunday, 7/3/94)",1994
Drums ,"Shoreline Amphitheatre, Mountain View, CA (Sunday, 7/3/94)",1994
Space ,"Shoreline Amphitheatre, Mountain View, CA (Sunday, 7/3/94)",1994
Corrina ,"Shoreline Amphitheatre, Mountain View, CA (Sunday, 7/3/94)",1994
The Days Between ,"Shoreline Amphitheatre, Mountain View, CA (Sunday, 7/3/94)",1994
Good Lovin',"Shoreline Amphitheatre, Mountain View, CA (Sunday, 7/3/94)",1994
E: Liberty,"Shoreline Amphitheatre, Mountain View, CA (Sunday, 7/3/94)",1994
15 Songs,"Shoreline Amphitheatre, Mountain View, CA (Sunday, 7/3/94)",1994
(Youssou N'Dour Opened),"Franklin County Airport, Highgate, VT (Wednesday, 7/13/94)",1994
Let the Good Times Roll,"Franklin County Airport, Highgate, VT (Wednesday, 7/13/94)",1994
Jack Straw,"Franklin County Airport, Highgate, VT (Wednesday, 7/13/94)",1994
Althea,"Franklin County Airport, Highgate, VT (Wednesday, 7/13/94)",1994
Queen Jane,"Franklin County Airport, Highgate, VT (Wednesday, 7/13/94)",1994
Loser,"Franklin County Airport, Highgate, VT (Wednesday, 7/13/94)",1994
All Over Now,"Franklin County Airport, Highgate, VT (Wednesday, 7/13/94)",1994
Tennessee Jed,"Franklin County Airport, Highgate, VT (Wednesday, 7/13/94)",1994
Let It Grow,"Franklin County Airport, Highgate, VT (Wednesday, 7/13/94)",1994
Truckin' ,"Franklin County Airport, Highgate, VT (Wednesday, 7/13/94)",1994
New Speedway Boogie,"Franklin County Airport, Highgate, VT (Wednesday, 7/13/94)",1994
Way to go Home,"Franklin County Airport, Highgate, VT (Wednesday, 7/13/94)",1994
Corrina ,"Franklin County Airport, Highgate, VT (Wednesday, 7/13/94)",1994
Uncle John's Band ,"Franklin County Airport, Highgate, VT (Wednesday, 7/13/94)",1994
Drums ,"Franklin County Airport, Highgate, VT (Wednesday, 7/13/94)",1994
Space ,"Franklin County Airport, Highgate, VT (Wednesday, 7/13/94)",1994
I Want to Tell You ,"Franklin County Airport, Highgate, VT (Wednesday, 7/13/94)",1994
I Need a Miracle ,"Franklin County Airport, Highgate, VT (Wednesday, 7/13/94)",1994
Standing on the Moon ,"Franklin County Airport, Highgate, VT (Wednesday, 7/13/94)",1994
Sugar Magnolia,"Franklin County Airport, Highgate, VT (Wednesday, 7/13/94)",1994
E: U.S. Blues,"Franklin County Airport, Highgate, VT (Wednesday, 7/13/94)",1994
18 Songs,"Franklin County Airport, Highgate, VT (Wednesday, 7/13/94)",1994
(Traffic opened),"RFK Stadium, Washington, D.C. (Saturday, 7/16/94)",1994
Cold Rain & Snow,"RFK Stadium, Washington, D.C. (Saturday, 7/16/94)",1994
Picasso Moon,"RFK Stadium, Washington, D.C. (Saturday, 7/16/94)",1994
Lazy River Road,"RFK Stadium, Washington, D.C. (Saturday, 7/16/94)",1994
El Paso,"RFK Stadium, Washington, D.C. (Saturday, 7/16/94)",1994
If the Shoe Fits,"RFK Stadium, Washington, D.C. (Saturday, 7/16/94)",1994
Ramble On Rose,"RFK Stadium, Washington, D.C. (Saturday, 7/16/94)",1994
Masterpiece,"RFK Stadium, Washington, D.C. (Saturday, 7/16/94)",1994
Loose Lucy,"RFK Stadium, Washington, D.C. (Saturday, 7/16/94)",1994
Promised Land,"RFK Stadium, Washington, D.C. (Saturday, 7/16/94)",1994
China Cat Sunflower ,"RFK Stadium, Washington, D.C. (Saturday, 7/16/94)",1994
I Know You Rider,"RFK Stadium, Washington, D.C. (Saturday, 7/16/94)",1994
Samba in the Rain,"RFK Stadium, Washington, D.C. (Saturday, 7/16/94)",1994
Estimated Prophet ,"RFK Stadium, Washington, D.C. (Saturday, 7/16/94)",1994
Crazy Fingers ,"RFK Stadium, Washington, D.C. (Saturday, 7/16/94)",1994
Drums ,"RFK Stadium, Washington, D.C. (Saturday, 7/16/94)",1994
Space ,"RFK Stadium, Washington, D.C. (Saturday, 7/16/94)",1994
The Last Time ,"RFK Stadium, Washington, D.C. (Saturday, 7/16/94)",1994
Stella Blue ,"RFK Stadium, Washington, D.C. (Saturday, 7/16/94)",1994
One More Saturday Night,"RFK Stadium, Washington, D.C. (Saturday, 7/16/94)",1994
E: Liberty,"RFK Stadium, Washington, D.C. (Saturday, 7/16/94)",1994
18 Songs,"RFK Stadium, Washington, D.C. (Saturday, 7/16/94)",1994
(Traffic opened),"RFK Stadium, Washington, D.C. (Sunday, 7/17/94)",1994
Hell in a Bucket,"RFK Stadium, Washington, D.C. (Sunday, 7/17/94)",1994
Bertha,"RFK Stadium, Washington, D.C. (Sunday, 7/17/94)",1994
Wang Dang Doodle,"RFK Stadium, Washington, D.C. (Sunday, 7/17/94)",1994
So Many Roads,"RFK Stadium, Washington, D.C. (Sunday, 7/17/94)",1994
Tom Thumb's Blues,"RFK Stadium, Washington, D.C. (Sunday, 7/17/94)",1994
Black Throated Wind,"RFK Stadium, Washington, D.C. (Sunday, 7/17/94)",1994
Don't Ease Me In,"RFK Stadium, Washington, D.C. (Sunday, 7/17/94)",1994
Victim or the Crime ,"RFK Stadium, Washington, D.C. (Sunday, 7/17/94)",1994
Eyes of the World ,"RFK Stadium, Washington, D.C. (Sunday, 7/17/94)",1994
Samson & Delilah ,"RFK Stadium, Washington, D.C. (Sunday, 7/17/94)",1994
He's Gone ,"RFK Stadium, Washington, D.C. (Sunday, 7/17/94)",1994
Drums ,"RFK Stadium, Washington, D.C. (Sunday, 7/17/94)",1994
Space ,"RFK Stadium, Washington, D.C. (Sunday, 7/17/94)",1994
Way to go Home ,"RFK Stadium, Washington, D.C. (Sunday, 7/17/94)",1994
Standing on the Moon ,"RFK Stadium, Washington, D.C. (Sunday, 7/17/94)",1994
Lovelight,"RFK Stadium, Washington, D.C. (Sunday, 7/17/94)",1994
E: Brokedown Palace,"RFK Stadium, Washington, D.C. (Sunday, 7/17/94)",1994
15 Songs,"RFK Stadium, Washington, D.C. (Sunday, 7/17/94)",1994
Shakedown Street,"Deer Creek Music Pavillion, Noblesville, IN (Tuesday, 7/19/94)",1994
Walkin' Blues,"Deer Creek Music Pavillion, Noblesville, IN (Tuesday, 7/19/94)",1994
Jack-A-Roe,"Deer Creek Music Pavillion, Noblesville, IN (Tuesday, 7/19/94)",1994
Big River ,"Deer Creek Music Pavillion, Noblesville, IN (Tuesday, 7/19/94)",1994
Maggie's Farm,"Deer Creek Music Pavillion, Noblesville, IN (Tuesday, 7/19/94)",1994
Broken Arrow,"Deer Creek Music Pavillion, Noblesville, IN (Tuesday, 7/19/94)",1994
Tennessee Jed,"Deer Creek Music Pavillion, Noblesville, IN (Tuesday, 7/19/94)",1994
Easy Answers,"Deer Creek Music Pavillion, Noblesville, IN (Tuesday, 7/19/94)",1994
Foolish Heart ,"Deer Creek Music Pavillion, Noblesville, IN (Tuesday, 7/19/94)",1994
Saint of Circumstance ,"Deer Creek Music Pavillion, Noblesville, IN (Tuesday, 7/19/94)",1994
I Want to Tell You ,"Deer Creek Music Pavillion, Noblesville, IN (Tuesday, 7/19/94)",1994
Playing in the Band ,"Deer Creek Music Pavillion, Noblesville, IN (Tuesday, 7/19/94)",1994
Drums ,"Deer Creek Music Pavillion, Noblesville, IN (Tuesday, 7/19/94)",1994
Space ,"Deer Creek Music Pavillion, Noblesville, IN (Tuesday, 7/19/94)",1994
Wharf Rat ,"Deer Creek Music Pavillion, Noblesville, IN (Tuesday, 7/19/94)",1994
Throwing Stone ,"Deer Creek Music Pavillion, Noblesville, IN (Tuesday, 7/19/94)",1994
Not Fade Away,"Deer Creek Music Pavillion, Noblesville, IN (Tuesday, 7/19/94)",1994
E: Rain,"Deer Creek Music Pavillion, Noblesville, IN (Tuesday, 7/19/94)",1994
16 Songs,"Deer Creek Music Pavillion, Noblesville, IN (Tuesday, 7/19/94)",1994
Feel Like a Stranger,"Deer Creek Music Pavillion, Noblesville, IN (Wednesday, 7/20/94)",1994
Peggy-O,"Deer Creek Music Pavillion, Noblesville, IN (Wednesday, 7/20/94)",1994
Beat It On Down the Line,"Deer Creek Music Pavillion, Noblesville, IN (Wednesday, 7/20/94)",1994
High Time,"Deer Creek Music Pavillion, Noblesville, IN (Wednesday, 7/20/94)",1994
Memphis Blues Again,"Deer Creek Music Pavillion, Noblesville, IN (Wednesday, 7/20/94)",1994
Childhood's End (New Phil Tune),"Deer Creek Music Pavillion, Noblesville, IN (Wednesday, 7/20/94)",1994
Don't Ease Me In,"Deer Creek Music Pavillion, Noblesville, IN (Wednesday, 7/20/94)",1994
Box of Rain,"Deer Creek Music Pavillion, Noblesville, IN (Wednesday, 7/20/94)",1994
Samba in the Rain,"Deer Creek Music Pavillion, Noblesville, IN (Wednesday, 7/20/94)",1994
Looks Like Rain,"Deer Creek Music Pavillion, Noblesville, IN (Wednesday, 7/20/94)",1994
Here Comes Sunshine,"Deer Creek Music Pavillion, Noblesville, IN (Wednesday, 7/20/94)",1994
Corrina ,"Deer Creek Music Pavillion, Noblesville, IN (Wednesday, 7/20/94)",1994
"Mathilda (1st Time, sung by Jerry) ","Deer Creek Music Pavillion, Noblesville, IN (Wednesday, 7/20/94)",1994
Drums ,"Deer Creek Music Pavillion, Noblesville, IN (Wednesday, 7/20/94)",1994
Space ,"Deer Creek Music Pavillion, Noblesville, IN (Wednesday, 7/20/94)",1994
Uncle John's Band ,"Deer Creek Music Pavillion, Noblesville, IN (Wednesday, 7/20/94)",1994
I Need A Miracle ,"Deer Creek Music Pavillion, Noblesville, IN (Wednesday, 7/20/94)",1994
Morning Dew,"Deer Creek Music Pavillion, Noblesville, IN (Wednesday, 7/20/94)",1994
E: Johnny B. Goode,"Deer Creek Music Pavillion, Noblesville, IN (Wednesday, 7/20/94)",1994
17 Songs,"Deer Creek Music Pavillion, Noblesville, IN (Wednesday, 7/20/94)",1994
Touch of Grey,"Deer Creek Music Pavillion, Noblesville, IN (Thursday, 7/21/94)",1994
Greatest Story,"Deer Creek Music Pavillion, Noblesville, IN (Thursday, 7/21/94)",1994
Jack-A-Roe,"Deer Creek Music Pavillion, Noblesville, IN (Thursday, 7/21/94)",1994
The Same Thing,"Deer Creek Music Pavillion, Noblesville, IN (Thursday, 7/21/94)",1994
Stagger Lee,"Deer Creek Music Pavillion, Noblesville, IN (Thursday, 7/21/94)",1994
Me & My Uncle ,"Deer Creek Music Pavillion, Noblesville, IN (Thursday, 7/21/94)",1994
Mexicali Blues,"Deer Creek Music Pavillion, Noblesville, IN (Thursday, 7/21/94)",1994
Ramble On Rose,"Deer Creek Music Pavillion, Noblesville, IN (Thursday, 7/21/94)",1994
The Music Never Stopped,"Deer Creek Music Pavillion, Noblesville, IN (Thursday, 7/21/94)",1994
Women Are Smarter,"Deer Creek Music Pavillion, Noblesville, IN (Thursday, 7/21/94)",1994
If the Shoe Fits,"Deer Creek Music Pavillion, Noblesville, IN (Thursday, 7/21/94)",1994
Way to go Home,"Deer Creek Music Pavillion, Noblesville, IN (Thursday, 7/21/94)",1994
